Name,EnergyCost,StarCost,BaseText,UpgradedText
Reap,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage.,Deal {Damage:diff()} damage.
Reaper Form,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever Attacks deal damage, they also apply that much [gold]Doom[/gold].","Whenever Attacks deal damage, they also apply that much [gold]Doom[/gold]."
Reave,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Add a [gold]{IfUpgraded:show:Soul+|Soul}[/gold] into your [gold]Draw Pile[/gold].","Deal {Damage:diff()} damage.
Add a [gold]{IfUpgraded:show:Soul+|Soul}[/gold] into your [gold]Draw Pile[/gold]."
Reboot,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Shuffle ALL your cards into your [gold]Draw Pile[/gold].
Draw {Cards:diff()} {Cards:plural:card|cards}.","Shuffle ALL your cards into your [gold]Draw Pile[/gold].
Draw {Cards:diff()} {Cards:plural:card|cards}."
Rebound,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Put the next card you play this turn on top of your [gold]Draw Pile[/gold].","Deal {Damage:diff()} damage.
Put the next card you play this turn on top of your [gold]Draw Pile[/gold]."
Refine Blade,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Forge[/gold] {Forge:diff()}.
Next turn, gain {Energy:energyIcons()}.","[gold]Forge[/gold] {Forge:diff()}.
Next turn, gain {Energy:energyIcons()}."
Reflect,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,3,"Gain {Block:diff()} [gold]Block[/gold].
Blocked attack damage is reflected to your attacker this turn.","Gain {Block:diff()} [gold]Block[/gold].
Blocked attack damage is reflected to your attacker this turn."
Reflex,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Draw {Cards:diff()} cards.,Draw {Cards:diff()} cards.
Refract,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage twice.
[gold]Channel[/gold] {Repeat:diff()} [gold]Glass[/gold].","Deal {Damage:diff()} damage twice.
[gold]Channel[/gold] {Repeat:diff()} [gold]Glass[/gold]."
Regret,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the end of your turn, if this is in your [gold]Hand[/gold], lose 1 HP for each card in your [gold]Hand[/gold].","At the end of your turn, if this is in your [gold]Hand[/gold], lose 1 HP for each card in your [gold]Hand[/gold]."
Relax,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Next turn, draw {Cards:diff()} {Cards:plural:card|cards} and gain {Energy:energyIcons()}.","Gain {Block:diff()} [gold]Block[/gold].
Next turn, draw {Cards:diff()} {Cards:plural:card|cards} and gain {Energy:energyIcons()}."
Rend,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each unique debuff on the enemy.","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each unique debuff on the enemy."
Resonance,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,3,Gain {StrengthPower:diff()} [gold]Strength[/gold]. ALL enemies lose 1 [gold]Strength[/gold].,Gain {StrengthPower:diff()} [gold]Strength[/gold]. ALL enemies lose 1 [gold]Strength[/gold].
Restlessness,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"If your [gold]Hand[/gold] is empty, draw {Cards:diff()} cards and gain {Energy:energyIcons()}.","If your [gold]Hand[/gold] is empty, draw {Cards:diff()} cards and gain {Energy:energyIcons()}."
Ricochet,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage to a random enemy {Repeat:diff()} times.,Deal {Damage:diff()} damage to a random enemy {Repeat:diff()} times.
Right Hand Hand,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
Whenever you play a card that costs {Energy:energyIcons()} or more, return this to your [gold]Hand[/gold] from the [gold]Discard Pile[/gold].","[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
Whenever you play a card that costs {Energy:energyIcons()} or more, return this to your [gold]Hand[/gold] from the [gold]Discard Pile[/gold]."
Rip and Tear,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage to a random enemy twice.,Deal {Damage:diff()} damage to a random enemy twice.
Rocket Punch,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Draw {Cards:diff()} {Cards:plural:card|cards}.
When a Status card is created, reduce this card's cost to 0 {energyPrefix:energyIcons(1)} this turn.","Deal {Damage:diff()} damage.
Draw {Cards:diff()} {Cards:plural:card|cards}.
When a Status card is created, reduce this card's cost to 0 {energyPrefix:energyIcons(1)} this turn."
Rolling Boulder,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, deal {RollingBoulderPower:diff()} damage to ALL enemies and increase this damage by {IncrementAmount:diff()}.","At the start of your turn, deal {RollingBoulderPower:diff()} damage to ALL enemies and increase this damage by {IncrementAmount:diff()}."
Royal Gamble,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,5,Gain {Stars:diff()} {singleStarIcon}.,Gain {Stars:diff()} {singleStarIcon}.
Royalties,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the end of combat, gain {Gold:diff()} [gold]Gold[/gold].","At the end of combat, gain {Gold:diff()} [gold]Gold[/gold]."
Rupture,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you lose HP on your turn, gain {StrengthPower:diff()} [gold]Strength[/gold].","Whenever you lose HP on your turn, gain {StrengthPower:diff()} [gold]Strength[/gold]."
Sacrifice,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"If [gold]Osty[/gold] is alive, he dies and you gain [gold]Block[/gold] equal to double his Max HP.","If [gold]Osty[/gold] is alive, he dies and you gain [gold]Block[/gold] equal to double his Max HP."
Salvo,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
[gold]Retain[/gold] your [gold]Hand[/gold] this turn.","Deal {Damage:diff()} damage.
[gold]Retain[/gold] your [gold]Hand[/gold] this turn."
Scavenge,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Exhaust[/gold] a card.
Next turn, gain {Energy:energyIcons()}.","[gold]Exhaust[/gold] a card.
Next turn, gain {Energy:energyIcons()}."
Scourge,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Apply {DoomPower:diff()} [gold]Doom[/gold].
Draw {Cards:diff()} {Cards:plural:card|cards}.","Apply {DoomPower:diff()} [gold]Doom[/gold].
Draw {Cards:diff()} {Cards:plural:card|cards}."
Scrape,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Draw {Cards:diff()} cards.
Discard all cards drawn this way that do not cost 0 {energyPrefix:energyIcons(1)}.","Deal {Damage:diff()} damage.
Draw {Cards:diff()} cards.
Discard all cards drawn this way that do not cost 0 {energyPrefix:energyIcons(1)}."
Scrawl,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Draw cards until your [gold]Hand[/gold] is full.,Draw cards until your [gold]Hand[/gold] is full.
Sculpting Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Add [gold]Ethereal[/gold] to a card in your [gold]Hand[/gold].","Deal {Damage:diff()} damage.
Add [gold]Ethereal[/gold] to a card in your [gold]Hand[/gold]."
Seance,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Transform a card in your [gold]Draw Pile[/gold] into [gold]{IfUpgraded:show:Soul+|Soul}[/gold].,Transform a card in your [gold]Draw Pile[/gold] into [gold]{IfUpgraded:show:Soul+|Soul}[/gold].
Second Wind,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Exhaust[/gold] all non-Attack cards in your [gold]Hand[/gold]. Gain {Block:diff()} [gold]Block[/gold] for each card [gold]Exhausted[/gold].,[gold]Exhaust[/gold] all non-Attack cards in your [gold]Hand[/gold]. Gain {Block:diff()} [gold]Block[/gold] for each card [gold]Exhausted[/gold].
Secret Technique,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Put a Skill from your [gold]Draw Pile[/gold] into your [gold]Hand[/gold].,Put a Skill from your [gold]Draw Pile[/gold] into your [gold]Hand[/gold].
Secret Weapon,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Put an Attack from your [gold]Draw Pile[/gold] into your [gold]Hand[/gold].,Put an Attack from your [gold]Draw Pile[/gold] into your [gold]Hand[/gold].
Seeker Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Choose 1 of {Cards:diff()} cards in your [gold]Draw Pile[/gold] to add into your [gold]Hand[/gold].","Deal {Damage:diff()} damage.
Choose 1 of {Cards:diff()} cards in your [gold]Draw Pile[/gold] to add into your [gold]Hand[/gold]."
Seeking Edge,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Forge[/gold] {Forge:diff()}.
[gold]Sovereign Blade[/gold] now deals damage to ALL enemies.","[gold]Forge[/gold] {Forge:diff()}.
[gold]Sovereign Blade[/gold] now deals damage to ALL enemies."
Sentry Mode,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, add {SentryModePower:diff()} [gold]Sweeping Gaze[/gold] into your [gold]Hand[/gold].","At the start of your turn, add {SentryModePower:diff()} [gold]Sweeping Gaze[/gold] into your [gold]Hand[/gold]."
Serpent Form,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you play a card, deal {SerpentFormPower:diff()} damage to a random enemy.","Whenever you play a card, deal {SerpentFormPower:diff()} damage to a random enemy."
Setup Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Gain {StrengthPower:diff()} [gold]Strength[/gold] this turn.","Deal {Damage:diff()} damage.
Gain {StrengthPower:diff()} [gold]Strength[/gold] this turn."
Seven Stars,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,7,Deal {Damage:diff()} damage to ALL enemies {Repeat:plural:{} time|{} times}.,Deal {Damage:diff()} damage to ALL enemies {Repeat:plural:{} time|{} times}.
Severance,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Add a [gold]Soul[/gold] into your [gold]Draw Pile[/gold], [gold]Hand[/gold], and [gold]Discard Pile[/gold].","Deal {Damage:diff()} damage.
Add a [gold]Soul[/gold] into your [gold]Draw Pile[/gold], [gold]Hand[/gold], and [gold]Discard Pile[/gold]."
Shadowmeld,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Double your [gold]Block[/gold] gain this turn.,Double your [gold]Block[/gold] gain this turn.
Shadow Shield,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
[gold]Channel[/gold] 1 [gold]Dark[/gold].","Gain {Block:diff()} [gold]Block[/gold].
[gold]Channel[/gold] 1 [gold]Dark[/gold]."
Shadow Step,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Discard your [gold]Hand[/gold].
Next turn, Attacks deal double damage.","Discard your [gold]Hand[/gold].
Next turn, Attacks deal double damage."
Shame,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the end of your turn, if this is in your [gold]Hand[/gold], gain {Frail:diff()} [gold]Frail[/gold].","At the end of your turn, if this is in your [gold]Hand[/gold], gain {Frail:diff()} [gold]Frail[/gold]."
Shared Fate,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Lose {PlayerStrengthLoss:diff()} [gold]Strength[/gold].
Enemy loses {EnemyStrengthLoss:diff()} [gold]Strength[/gold].","Lose {PlayerStrengthLoss:diff()} [gold]Strength[/gold].
Enemy loses {EnemyStrengthLoss:diff()} [gold]Strength[/gold]."
Shatter,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage to ALL enemies.
[gold]Evoke[/gold] all of your Orbs.","Deal {Damage:diff()} damage to ALL enemies.
[gold]Evoke[/gold] all of your Orbs."
Shining Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Gain {Stars:starIcons()}.
Put this card on top of your [gold]Draw Pile[/gold].","Deal {Damage:diff()} damage.
Gain {Stars:starIcons()}.
Put this card on top of your [gold]Draw Pile[/gold]."
Shiv,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage{FanOfKnivesAmount:cond:>0? to ALL enemies|}.,Deal {Damage:diff()} damage{FanOfKnivesAmount:cond:>0? to ALL enemies|}.
Shockwave,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Apply {Power:diff()} [gold]Weak[/gold] and [gold]Vulnerable[/gold] to ALL enemies.,Apply {Power:diff()} [gold]Weak[/gold] and [gold]Vulnerable[/gold] to ALL enemies.
Shroud,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you apply [gold]Doom[/gold], gain {Block:diff()} [gold]Block[/gold].","Whenever you apply [gold]Doom[/gold], gain {Block:diff()} [gold]Block[/gold]."
Shrug It Off,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Draw {Cards:diff()} card.","Gain {Block:diff()} [gold]Block[/gold].
Draw {Cards:diff()} card."
Sic 'Em,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
Whenever [gold]Osty[/gold] hits this enemy this turn, [gold]Summon[/gold] {SicEmPower:diff()}.","[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
Whenever [gold]Osty[/gold] hits this enemy this turn, [gold]Summon[/gold] {SicEmPower:diff()}."
Signal Boost,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,The next Power you play is played an additional time.,The next Power you play is played an additional time.
Skewer,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage X times.,Deal {Damage:diff()} damage X times.
Skim,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Draw {Cards:diff()} cards.,Draw {Cards:diff()} cards.
Sleight of Flesh,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you apply a debuff to an enemy, they take {SleightOfFleshPower:diff()} damage.","Whenever you apply a debuff to an enemy, they take {SleightOfFleshPower:diff()} damage."
Slice,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage.,Deal {Damage:diff()} damage.
Slimed,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Draw 1 card.,Draw 1 card.
Sloth,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,You cannot play more than {SlothPower:diff()} {SlothPower:plural:card|cards} each turn.,You cannot play more than {SlothPower:diff()} {SlothPower:plural:card|cards} each turn.
Smokestack,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you create a Status, deal {SmokestackPower:diff()} damage to ALL enemies.","Whenever you create a Status, deal {SmokestackPower:diff()} damage to ALL enemies."
Snakebite,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Apply {PoisonPower:diff()} [gold]Poison[/gold].,Apply {PoisonPower:diff()} [gold]Poison[/gold].
Snap,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
Add [gold]Retain[/gold] to a card in your [gold]Hand[/gold].","[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
Add [gold]Retain[/gold] to a card in your [gold]Hand[/gold]."
Sneaky,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever another player attacks an enemy, gain {SneakyPower:diff()} [gold]Block[/gold].","Whenever another player attacks an enemy, gain {SneakyPower:diff()} [gold]Block[/gold]."
Solar Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Gain {Stars:starIcons()}.","Deal {Damage:diff()} damage.
Gain {Stars:starIcons()}."
Soot,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,,
Soul,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Draw {Cards:diff()} {Cards:plural:card|cards}.,Draw {Cards:diff()} {Cards:plural:card|cards}.
Soul Storm,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each [gold]Soul[/gold] in your [gold]Exhaust Pile[/gold].","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each [gold]Soul[/gold] in your [gold]Exhaust Pile[/gold]."
Sovereign Blade,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage{SeekingEdgeAmount:cond:>0? to ALL enemies|}{Repeat:plural:| {} times}.,Deal {Damage:diff()} damage{SeekingEdgeAmount:cond:>0? to ALL enemies|}{Repeat:plural:| {} times}.
Sow,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage to ALL enemies.,Deal {Damage:diff()} damage to ALL enemies.
Spectrum Shift,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, add {Cards:diff()} random Colorless {Cards:plural:card|cards} into your [gold]Hand[/gold].","At the start of your turn, add {Cards:diff()} random Colorless {Cards:plural:card|cards} into your [gold]Hand[/gold]."
Speedster,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you draw a card during your turn, deal {SpeedsterPower:diff()} damage to ALL enemies.","Whenever you draw a card during your turn, deal {SpeedsterPower:diff()} damage to ALL enemies."
Spinner,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"{IfUpgraded:show:[gold]Channel[/gold] 1 [gold]Glass[/gold].
|}At the start of your turn, [gold]Channel[/gold] 1 [gold]Glass[/gold].","{IfUpgraded:show:[gold]Channel[/gold] 1 [gold]Glass[/gold].
|}At the start of your turn, [gold]Channel[/gold] 1 [gold]Glass[/gold]."
Spirit of Ash,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you play an [gold]Ethereal[/gold] card, gain {BlockOnExhaust:diff()} [gold]Block[/gold].","Whenever you play an [gold]Ethereal[/gold] card, gain {BlockOnExhaust:diff()} [gold]Block[/gold]."
Spite,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
If you lost HP this turn, draw {Cards:diff()} {Cards:plural:card|cards}.","Deal {Damage:diff()} damage.
If you lost HP this turn, draw {Cards:diff()} {Cards:plural:card|cards}."
Splash,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Choose 1 of 3 random{IfUpgraded:show: [gold]Upgraded[/gold]} Attacks from another character to add into your [gold]Hand[/gold]. It's free to play this turn.,Choose 1 of 3 random{IfUpgraded:show: [gold]Upgraded[/gold]} Attacks from another character to add into your [gold]Hand[/gold]. It's free to play this turn.
Spoils Map,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Marks a site of {Gold:diff()} extra [gold]Gold[/gold] in the next Act.,Marks a site of {Gold:diff()} extra [gold]Gold[/gold] in the next Act.
Spoils of Battle,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Forge[/gold] {Forge:diff()}.,[gold]Forge[/gold] {Forge:diff()}.
Spore Mind,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,,
Spur,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Summon[/gold] {Summon:diff()}.
[gold]Osty[/gold] heals {Heal:diff()} HP.","[gold]Summon[/gold] {Summon:diff()}.
[gold]Osty[/gold] heals {Heal:diff()} HP."
Squash,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Deal {Damage:diff()} damage.
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold]."
Squeeze,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Osty[/gold] deals {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for ALL your other [gold]Osty[/gold] Attacks.","[gold]Osty[/gold] deals {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for ALL your other [gold]Osty[/gold] Attacks."
Stack,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain [gold]Block[/gold] equal to the number of cards in your [gold]Discard Pile[/gold]{IfUpgraded:show: +{CalculationBase}|}.{InCombat:
(Gain {CalculatedBlock:diff()} [gold]Block[/gold].)|}","Gain [gold]Block[/gold] equal to the number of cards in your [gold]Discard Pile[/gold]{IfUpgraded:show: +{CalculationBase}|}.{InCombat:
(Gain {CalculatedBlock:diff()} [gold]Block[/gold].)|}"
Stampede,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the end of your turn, {Power:diff()} random {Power:plural:Attack in your [gold]Hand[/gold] is played against a random enemy.|Attacks in your [gold]Hand[/gold] are played against random enemies.}","At the end of your turn, {Power:diff()} random {Power:plural:Attack in your [gold]Hand[/gold] is played against a random enemy.|Attacks in your [gold]Hand[/gold] are played against random enemies.}"
Stardust,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage to a random enemy X times.,Deal {Damage:diff()} damage to a random enemy X times.
Stoke,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Exhaust[/gold] your [gold]Hand[/gold].
Draw a card for each card [gold]Exhausted[/gold].","[gold]Exhaust[/gold] your [gold]Hand[/gold].
Draw a card for each card [gold]Exhausted[/gold]."
Stomp,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage to ALL enemies.
Costs 1 less {energyPrefix:energyIcons(1)} for each Attack played this turn.","Deal {Damage:diff()} damage to ALL enemies.
Costs 1 less {energyPrefix:energyIcons(1)} for each Attack played this turn."
Stone Armor,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {PlatingPower:diff()} [gold]Plating[/gold].,Gain {PlatingPower:diff()} [gold]Plating[/gold].
Storm,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you play a Power, [gold]Channel[/gold] {StormPower:diff()} [gold]Lightning[/gold].","Whenever you play a Power, [gold]Channel[/gold] {StormPower:diff()} [gold]Lightning[/gold]."
Storm of Steel,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Discard your [gold]Hand[/gold].
Add 1 [gold]{IfUpgraded:show:Shiv+|Shiv}[/gold] into your [gold]Hand[/gold] for each card discarded.","Discard your [gold]Hand[/gold].
Add 1 [gold]{IfUpgraded:show:Shiv+|Shiv}[/gold] into your [gold]Hand[/gold] for each card discarded."
Strangle,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Whenever you play a card this turn, the enemy loses {StranglePower:diff()} HP.","Deal {Damage:diff()} damage.
Whenever you play a card this turn, the enemy loses {StranglePower:diff()} HP."
Stratagem,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you shuffle your [gold]Draw Pile[/gold], choose a card from it to put into your [gold]Hand[/gold].","Whenever you shuffle your [gold]Draw Pile[/gold], choose a card from it to put into your [gold]Hand[/gold]."
Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage.,Deal {Damage:diff()} damage.
Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage.,Deal {Damage:diff()} damage.
Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage.,Deal {Damage:diff()} damage.
Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage.,Deal {Damage:diff()} damage.
Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage.,Deal {Damage:diff()} damage.
Subroutine,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you play a Power, gain {energyPrefix:energyIcons(1)}.","Whenever you play a Power, gain {energyPrefix:energyIcons(1)}."
Sucker Punch,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold]."
Summon Forth,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Forge[/gold] {Forge:diff()}.
Put [gold]Sovereign Blade[/gold] into your [gold]Hand[/gold] from anywhere.","[gold]Forge[/gold] {Forge:diff()}.
Put [gold]Sovereign Blade[/gold] into your [gold]Hand[/gold] from anywhere."
Sunder,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
If this kills an enemy, gain {Energy:energyIcons()}.","Deal {Damage:diff()} damage.
If this kills an enemy, gain {Energy:energyIcons()}."
Supercritical,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Energy:energyIcons()}.,Gain {Energy:energyIcons()}.
Supermassive,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each card you created this combat.","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each card you created this combat."
Suppress,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold]."
Survivor,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Discard 1 card.","Gain {Block:diff()} [gold]Block[/gold].
Discard 1 card."
Sweeping Beam,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage to ALL enemies.
Draw {Cards:diff()} {Cards:plural:card|cards}.","Deal {Damage:diff()} damage to ALL enemies.
Draw {Cards:diff()} {Cards:plural:card|cards}."
Sweeping Gaze,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Osty[/gold] deals {OstyDamage:diff()} damage to a random enemy.,[gold]Osty[/gold] deals {OstyDamage:diff()} damage to a random enemy.
Sword Boomerang,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage to a random enemy {Repeat:diff()} times.,Deal {Damage:diff()} damage to a random enemy {Repeat:diff()} times.
Sword Sage,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Increase the cost of [gold]Sovereign Blade[/gold] by 1. [gold]Sovereign Blade[/gold] now hits an additional time.,Increase the cost of [gold]Sovereign Blade[/gold] by 1. [gold]Sovereign Blade[/gold] now hits an additional time.
